game_name,reviews_like_rate,all_reviews_number,release_date,developer,user_defined_tags,supported_os,supported_languages,price,other_features,age_restriction,rating,difficulty,length,estimated_downloads,release_year
ONE BTN BOSSES,89,147,2024-08-06,Midnight Munchies,"Souls-like, 2D, Roguelike",win,"English, Spanish - Spain, Spanish - Latin America, Galician",6.49,"Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",0,3.38,3,8,4900,2024
Apartment No 129,73,84,2024-08-03,Batuhan Gündüz,"Horror, Realistic, FPS, Survival",win,"English, French, German, Spanish - Spain, Simplified Chinese, Portuguese - Brazil, Japanese, Russian, Turkish",3.99,"Single-player, Family Sharing",17,2.94,2,5,2900,2024
CODERED 911,73,19,2025-04-14,Black Flag Studios,"Action, Open World, Shooter",win,"English, French, Italian, German, Spanish - Spain, Arabic, Simplified Chinese, Bulgarian, Danish, Indonesian, Dutch, Finnish, Japanese, Korean, Polish, Hungarian, Norwegian, Portuguese - Portugal, Romanian, Russian, Turkish, Ukrainian, Vietnamese, Greek, Swedish",3.59,"Online PvP, Steam Achievements, Family Sharing",13,2.82,3,12,840,2025
iDigging,70,290,2025-05-07,TWEN,"Adventure, Simulation, Cute",win,"English, Russian, French, German, Spanish - Spain, Portuguese - Brazil, Spanish - Latin America, Simplified Chinese, Portuguese - Portugal, Romanian, Japanese, Korean, Italian, Polish",1.99,"Single-player, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",10,1.96,2,4,29900,2025
I Saw Black Clouds,62,542,2021-03-30,Ghost Dog Films,"Visual Novel, Horror, Story Rich","win, mac","English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Turkish",7.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,1.88,2,5,25000,2021
Chronicle of Innsmouth,77,204,2017-05-05,PsychoDev,"Adventure, Horror, Pixel Graphics",win,"English, Italian, Spanish - Spain",12.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,2.78,3,16,59000,2017
Chicken Invaders 3,93,327,2015-06-08,InterAction studios,Shooter,"win, mac","English, French, Italian, German, Spanish - Spain, Polish",3.59,"Single-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",0,3.58,3,12,36900,2015
Without a Dawn,96,99,2025-05-19,Jesse Makkonen,"Visual Novel, Horror, Story Rich",win,"English, Simplified Chinese, Turkish",4.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,4.3,1,2,3900,2025
Interrogation: You will be deceived,78,295,2019-12-05,Critique Gaming,"Management, RPG, Visual Novel","win, mac, linux",English,7.29,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.08,3,7,31000,2019
Wolcen: Lords of Mayhem,55,61571,2020-02-13,WOLCEN Studio,"Action, RPG, Roguelike",win,"English, German, French, Russian, Simplified Chinese, Portuguese - Brazil, Spanish - Spain, Polish, Hungarian, Korean, Japanese",14.99,"Single-player, Family Sharing",17,2.76,3,33,2030000,2020
Battlestar Galactica Deadlock,86,2448,2017-08-31,Black Lab Games,"Strategy, Turn-Based, War, Simulation",win,"English, French, German, Spanish - Spain, Russian",18.99,"Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",10,3.38,4,30,213000,2017
Idle Colony,81,360,2024-12-16,Faith G.,"Automation, Strategy, Simulation",win,English,3.59,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,3.0,2,15,54500,2024
Inn Tycoon,80,370,2024-08-26,Evil Goose Games,"Early Access, Management, Simulation",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Turkish, Traditional Chinese",3.75,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,3.11,2,9,24100,2024
Yog-Sothoth’s Yard,93,8583,2023-10-20,Bone Nail,"Simulation, Visual Novel, RPG",win,"English, Simplified Chinese",4.99,"Single-player, Family Sharing",17,4.11,1,40,349900,2023
The Room Three,95,11649,2018-11-13,Fireproof Games,"Puzzle, Adventure, Horror",win,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Turkish",3.59,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,3.92,3,8,552000,2018
Genome Guardian,94,592,2024-05-08,Alpherior,"Action, Shooter, Roguelike",win,English,6.59,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,3.64,3,29,41000,2024
Wantless : Solace at World’s End,88,226,2024-05-16,Drop Rate Studio,"Tactical, RPG, Turn-Based",win,English,9.29,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,2.76,4,34,16000,2024
Kathy Rain: Director's Cut,94,778,2021-10-26,Clifftop Games,"Adventure, Pixel Graphics, Story Rich","win, mac, linux","English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese",7.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.75,3,7,85000,2021
Chicken Invaders 5,97,869,2015-03-13,InterAction studios,Shooter,"win, mac","English, French, Italian, German, Spanish - Spain, Czech, Polish, Russian",3.59,"Single-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",10,3.5,3,10,92000,2015
ADOM (Ancient Domains Of Mystery),87,1186,2015-11-16,Thomas Biskup,"Roguelike, CRPG, Turn-Based","win, mac, linux",English,7.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",10,3.71,3,80,99000,2015
迷离诡夜 blurred weird night,81,265,2023-11-17,QSN,"Adventure, FPS, Puzzle, Horror",win,"English, French, German, Spanish - Spain, Russian, Japanese, Simplified Chinese, Traditional Chinese, Portuguese - Portugal, Korean",6.0,"Single-player, Family Sharing",17,3.12,3,18,11000,2023
Zoonomaly,76,742,2024-03-06,LIGHTS ARE OFF LLC,"Horror, Puzzle, Action, Adventure",win,English,3.59,"Single-player, Family Sharing",17,2.85,4,4,35900,2024
Rift Riff,98,175,2025-05-09,Adriaan de Jongh,"Strategy, Building, Action","win, mac, linux","English, French, German, Spanish - Spain, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish",3.99,"Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",0,4.44,4,13,8400,2025
MX vs ATV Legends,77,2350,2022-06-28,Rainbow Studios,"Driving, Sports, Realistic",win,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Japanese, Korean, Polish, Russian",18.99,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0,4.07,5,57,89700,2022
Leo’s Fortune - HD Edition,91,384,2015-09-08,1337 & Senri AB,"Adventure, Puzzle, Platformer, Cute","win, mac","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",6.99,"Single-player, Steam Achievements, Steam Leaderboards, Remote Play on TV, Family Sharing",0,4.16,3,9,69100,2015
Beer Simulator,86,189,2024-05-31,KolbasinoGames,"Simulation, 2D",win,"English, Russian",0.89,"Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",17,2.98,1,7,10000,2024
SCP: Fragmented Minds,92,747,2025-01-27,HST Studios,"Early Access, Horror, FPS, Combat",win,English,4.99,"Single-player, Family Sharing",17,3.74,3,5,39100,2025
Refind Self: The Personality Test Game,87,3027,2023-11-14,Lizardry,"Visual Novel, Story Rich, Anime, Pixel Graphics",win,"English, Japanese, Simplified Chinese, Traditional Chinese, Korean, French, Italian, German, Spanish - Spain",4.49,"Single-player, Family Sharing",13,2.8,1,3,147800,2023
FlyKnight,96,7363,2025-01-31,Wabbaboy,"Souls-like, Action, RPG, Combat",win,"English, Spanish - Spain",3.59,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",10,3.66,3,4,357100,2025
House Builder,79,1991,2024-01-15,FreeMind S.A.,"Simulation, Adventure, Building, Puzzle",win,"English, French, Italian, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Arabic, Bulgarian, Traditional Chinese, Czech, Danish, Finnish, Greek, Spanish - Latin America, Dutch, Japanese, Korean, Norwegian, Portuguese - Portugal, Portuguese - Brazil, Romanian, Swedish, Thai, Turkish, Ukrainian, Vietnamese, Hungarian, Croatian, Estonian, Hindi, Lithuanian, Mongolian, Slovak",10.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Family Sharing",10,2.37,4,40,155900,2024
Papa's Freezeria Deluxe,99,10400,2023-03-31,Flipline Studios,"Management, Simulation",win,English,3.59,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,4.25,1,10,316800,2023
Bright Memory,90,29836,2020-03-25,FYQD-Studio,"FPS, Souls-like, Action",win,"English, Simplified Chinese, Japanese, German, Russian, Spanish - Latin America, Portuguese - Brazil, French",4.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",17,3.34,3,2,1690000,2020
Outlaws + A Handful of Missions,94,660,1997-03-31,LucasArts,"Action, FPS",win,English,3.59,"Single-player, Steam Cloud, Family Sharing",13,3.9,2,12,30000,1997
Dollar,80,921,2024-07-12,DollarDev,"Management, 2D",win,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Indonesian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Portuguese - Portugal, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese, Afrikaans, Albanian, Amharic, Armenian, Assamese, Azerbaijani, Bangla, Basque, Belarusian, Bosnian, Catalan, Cherokee, Croatian, Dari, Estonian, Filipino, Galician, Georgian, Gujarati, Hausa, Hebrew, Hindi, Icelandic, Igbo, Irish, K'iche', Kannada, Kazakh, Khmer, Kinyarwanda, Konkani, Kyrgyz, Latvian, Lithuanian, Luxembourgish, Macedonian, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Nepali, Odia, Persian, Punjabi (Gurmukhi), Punjabi (Shahmukhi), Quechua, Scots, Serbian, Sindhi, Sinhala, Slovak, Slovenian, Sorani, Sotho, Swahili, Tajik, Tamil, Tatar, Telugu, Tigrinya, Tswana, Turkmen, Urdu, Uyghur, Uzbek, Valencian, Welsh, Wolof, Xhosa, Yoruba, Zulu",0.89,"Single-player, Online Co-op, Steam Achievements, Steam Workshop",0,2.56,1,29,34400,2024
VERGE:Lost chapter,52,1589,2015-10-02,GDNomaD,"Simulation, Horror, Adventure",win,"English, Russian",0.89,"Single-player, Steam Trading Cards, Family Sharing",17,1.53,2,4,182000,2015
Survive on Raft,65,980,2019-07-05,Megame LLC,"Management, Survival, Crafting, Simulation",win,"English, Russian, French, Italian, German, Spanish - Spain, Vietnamese, Polish, Portuguese - Portugal, Romanian, Turkish, Ukrainian, Japanese, Simplified Chinese, Traditional Chinese",4.99,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing",13,3.0,3,12,61000,2019
Haunted: Attack of the Dead Men,84,13,2024-08-06,GameBeast Productions,"War, FPS, Action","win, linux",English,6.59,"Single-player, Steam Achievements, Family Sharing",13,3.02,2,4,390,2024
Pixel Car,52,23,2017-11-01,azimuth team,"Driving, 2D",win,English,0.89,"Single-player, Shared/Split Screen PvP, Steam Achievements, Remote Play Together, Family Sharing",0,1.72,2,1,27000,2017
Touhou ~Red Empress Devil.,74,326,2025-03-07,STUDIO POCO,"Roguelike, Pixel Graphics",win,"English, Simplified Chinese, Japanese, Traditional Chinese, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Portuguese - Portugal, Polish, Russian, Korean",4.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,1.94,4,2,14100,2025
Battle Fantasia -Revised Edition-,68,185,2015-07-08,Arc System Works,"Fighting, 2D, Action, Anime",win,"English, French, Italian, German, Spanish - Spain, Japanese",14.99,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",10,1.96,3,9,62000,2015
Growbot,86,116,2021-10-21,Wabisabi Play,"Adventure, Puzzle, Cute","win, mac, linux","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese",10.49,"Single-player, Steam Achievements, Family Sharing",0,3.13,2,4,5700,2021
Damascus Gear Operation Tokyo HD,48,37,2017-08-09,Arc System Works,"Action, Roguelike",win,"English, Japanese",14.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",13,1.31,3,8,1700,2017
Auto Rogue,94,221,2025-05-23,定期的な宝物,"Roguelike, Automation, 2D",win,"English, Japanese",3.99,"Single-player, Family Sharing",0,4.5,4,10,7300,2025
La-Mulana,79,1929,2013-04-15,NIGORO,"Platformer, Puzzle, Action","win, mac, linux","English, Japanese, Russian, Spanish - Spain",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.99,4,39,278200,2013
Nobodies: Murder Cleaner,92,331,2019-09-30,Blyts,"Puzzle, Adventure","win, mac, linux","English, French, Italian, German, Spanish - Spain, Russian, Spanish - Latin America, Portuguese - Brazil, Korean, Simplified Chinese, Japanese, Polish, Turkish, Vietnamese",6.99,"Single-player, Steam Achievements, Family Sharing",13,4.31,4,14,20000,2019
April 24th,86,663,2024-04-24,NOBODY,"Simulation, Horror",win,"English, Russian, Spanish - Spain",2.49,"Single-player, Steam Achievements, Family Sharing",17,3.56,3,2,29000,2024
Janosik 2,96,32,2024-12-09,Onix Games,"Action, Adventure, Platformer, 2D",win,"English, French, German, Spanish - Spain, Polish, Russian, Slovak, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Portuguese - Brazil, Portuguese - Portugal, Romanian, Simplified Chinese, Spanish - Latin America, Swedish, Turkish, Ukrainian, Italian",4.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,4.61,3,23,1300,2024
Internet Cafe & Supermarket Simulator 2024,81,806,2024-09-13,SmartPlayGames,"Simulation, Building, Management",win,"English, French, Italian, German, Russian, Turkish, Japanese, Polish, Simplified Chinese, Traditional Chinese, Korean, Spanish - Spain, Portuguese - Brazil, Danish, Ukrainian, Hungarian, Indonesian, Norwegian, Czech, Swedish, Romanian, Finnish, Dutch, Portuguese - Portugal, Spanish - Latin America, Vietnamese",5.99,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,3.89,3,44,50000,2024
First Date : Late To Date,82,771,2022-08-19,Digital Fossil,"Adventure, Visual Novel, Simulation",win,"English, Russian, Turkish, Spanish - Spain, Simplified Chinese, Arabic",1.1,"Single-player, Steam Achievements, Family Sharing",17,2.31,1,4,49800,2022
A Building Full of Cats,98,3661,2022-07-07,Devcats,"Puzzle, Cute","win, linux","English, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, French, German, Russian, Spanish - Latin America, Spanish - Spain, Traditional Chinese, Hungarian, Polish, Turkish, Dutch, Italian",1.2,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,3.41,1,1,120300,2022
METAGAL,68,135,2016-05-23,RetroRevolution,"Action, Pixel Graphics, 2D, Platformer","win, mac","English, Italian, Simplified Chinese, Thai",3.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",10,3.29,4,17,9400,2016
Clothing Store Simulator,92,980,2024-06-17,Kiki Games,"Simulation, Management",win,"English, French, Italian, German, Spanish - Spain, Arabic, Dutch, Japanese, Korean, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Simplified Chinese, Traditional Chinese, Turkish, Ukrainian",3.99,"Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",10,3.71,3,27,47100,2024
Cat Cafe Manager,86,1917,2022-04-14,Roost Games,"Simulation, Management, Strategy",win,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese",9.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,3.33,4,12,131000,2022
Absolute Drift,90,2041,2015-07-29,Funselektor Labs Inc.,"Driving, Simulation","win, mac, linux",English,6.59,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",0,3.43,4,8,198500,2015
GemCraft - Frostborn Wrath,88,2532,2020-01-10,Game in a Bottle,"Strategy, Tactical, Fantasy, 2D",win,English,7.29,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,4.13,4,40,152000,2020
Tales of Monkey Island: Complete Season,88,609,2009-07-07,Telltale,"Adventure, Puzzle, Story Rich",win,English,7.99,"Single-player, Family Sharing",10,3.68,2,6,52900,2009
Kozue's Strange Journey,86,208,2020-08-07,Asakiyumemishi,"Anime, JRPG",win,"English, Simplified Chinese, Japanese",1.3,"Single-player, Steam Cloud, Family Sharing",13,2.47,1,25,21200,2020
Loretta's Brand-New Job,72,110,2023-07-22,AVANTGARDE,"Sexual Content, JRPG",win,"English, Japanese, Simplified Chinese",1.3,"Single-player, Steam Cloud, Family Sharing",17,2.27,1,4,10400,2023
World of Football,86,123,2024-11-20,Vault Game Studio,Sports,win,"English, Portuguese - Brazil, Italian, Polish, Turkish, Spanish - Spain",4.99,"Single-player, Online PvP, Family Sharing",0,2.91,3,46,4200,2024
Eris Dysnomia,91,212,2023-08-19,Above a Damage Tile,"Sexual Content, RPG, Anime, 2D",win,"English, Japanese, Simplified Chinese",1.0,"Single-player, Steam Cloud, Family Sharing",17,3.5,2,6,15000,2023
Tear and the Library of Labyrinths,91,306,2020-11-07,Acerola,"Sexual Content, JRPG, Adventure, Anime",win,"English, Japanese, Simplified Chinese",2.0,"Single-player, Steam Cloud, Family Sharing",17,3.71,1,13,30800,2020
DISTRAINT 2,96,3605,2018-11-13,Jesse Makkonen,"Horror, Story Rich, 2D, Adventure",win,"English, French, Finnish, Portuguese - Brazil, Korean, Russian, Turkish, German, Spanish - Spain, Polish, Simplified Chinese, Italian, Japanese",5.79,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,3.62,2,4,214000,2018
Puzzline,100,117,2022-11-04,Aineko Games,"Card Game, Strategy, 2D","win, mac","English, Japanese, Traditional Chinese, Simplified Chinese, Korean",3.99,"Single-player, Online PvP, Steam Achievements, Family Sharing",13,4.55,4,12,9600,2022
Creepy Shift: Roadside Diner,89,84,2024-10-28,Night Shift Team,"Survival, Horror, Realistic",win,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Japanese, Korean, Polish, Portuguese - Portugal, Russian, Portuguese - Brazil, Turkish",3.99,"Single-player, Steam Achievements, Family Sharing",17,3.66,3,5,4500,2024
Guts and Glory,82,1773,2018-07-19,HakJak,"Action, Driving, Open World, Sandbox","win, mac, linux","English, French, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Japanese, Korean, Portuguese - Brazil, Russian",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Stats, Steam Leaderboards, Includes level editor, Family Sharing",17,3.28,5,26,220000,2018
Tacoma,87,2906,2017-08-02,Fullbright,"Simulation, Story Rich, Adventure","win, mac, linux","English, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Italian, Simplified Chinese",10.49,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",17,3.42,1,4,169800,2017
The Surge 2,77,6533,2019-09-24,Deck13,"Souls-like, RPG, Action, Open World",win,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Korean, Japanese, Polish, Portuguese - Brazil, Russian, Traditional Chinese, Czech",20.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",17,3.56,4,33,614900,2019
ATTA -Spot the Oddities in the Strange Hotel-,85,85,2024-02-27,IDEA FRUITION,"Simulation, Action, Horror, Fantasy",win,"English, French, Italian, German, Spanish - Spain, Finnish, Portuguese - Brazil, Russian, Simplified Chinese, Japanese, Korean",2.99,"Single-player, Family Sharing",13,3.91,2,3,4900,2024
Italian Brainrot: In Prison,100,22,2025-05-25,ShLeks,"Survival, Horror",win,"English, French, Italian, German, Arabic, Portuguese - Brazil, Vietnamese, Simplified Chinese, Korean, Polish, Russian, Turkish, Japanese",1.0,"Single-player, Steam Achievements, Family Sharing",17,4.28,2,1,280,2025
The Fridge is Red,55,122,2022-09-27,5WORD Team,"Adventure, Puzzle, Story Rich",win,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Korean, Russian, Japanese",7.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,2.23,3,8,6400,2022
Shephy,75,176,2017-08-04,Arc System Works,"Card Game, Cute",win,"English, Simplified Chinese, Japanese, Korean",4.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",13,4.33,5,49,38000,2017
Yokai Art: Night Parade of One Hundred Demons,90,1022,2022-09-29,Secret Labo,"Sexual Content, Strategy, Roguelike",win,"English, Japanese, Simplified Chinese, Traditional Chinese, Russian, Thai, Spanish - Spain, Spanish - Latin America",3.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",17,4.19,3,21,52000,2022
Samurai Bringer,87,933,2022-04-21,ALPHAWING Inc.,"Fighting, Action, Roguelike",win,"English, Japanese, Simplified Chinese, Traditional Chinese",5.79,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,3.77,3,10,93000,2022
Dishonored,97,62352,2012-10-12,Arkane Studios,"Stealth, Action, Story Rich, FPS",win,"English, German, French, Italian, Spanish - Spain",5.99,"Single-player, Steam Achievements, Steam Cloud, Remote Play on Tablet, Remote Play on TV, Family Sharing",17,4.03,3,24,6350000,2012
Tofas Sahin: Online Car Driving,63,517,2023-02-15,Yusuf Islam Seyhan,"Action, Driving, Simulation",win,"English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Portugal, Romanian, Turkish, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Ukrainian, Vietnamese",0.89,"Single-player, Online PvP, Cross-Platform Multiplayer, Family Sharing",0,1.88,3,1,19000,2023
Warhammer Underworlds - Shadespire Edition,71,1037,2020-04-21,Steel Sky Productions,"Turn-Based, Tactical, Card Game",win,"English, French, Italian, German, Spanish - Spain, Russian",29.99,"Online PvP, Family Sharing",13,2.36,4,20,73100,2020
Undead Horde,86,1087,2019-05-15,10tons Ltd,"RPG, Action, Adventure, Fantasy","win, mac, linux","English, Spanish - Spain, Simplified Chinese, French, German, Finnish, Japanese, Korean, Portuguese - Brazil, Russian",8.99,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",13,3.25,2,10,173600,2019
The Plague Doctor of Wippra,88,289,2022-10-05,Electrocosmos,"Pixel Graphics, Adventure, Story Rich","win, mac, linux","English, German, French, Italian, Spanish - Spain, Portuguese - Brazil",5.79,"Single-player, Steam Achievements, Family Sharing",13,3.75,2,6,32000,2022
Drive 21,54,446,2022-12-21,Quadfix Games,"Simulation, Driving, Open World",win,"English, Turkish",1.5,"Single-player, Family Sharing",0,1.68,2,3,19200,2022
A Game About Digging A Hole,89,13276,2025-02-07,DoubleBee,"Adventure, Sandbox, Crafting, Simulation",win,"English, German, French, Italian, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Japanese, Korean, Polish, Russian",2.99,"Single-player, Steam Achievements, Family Sharing",10,3.63,1,4,807700,2025
Rising Star 2,94,550,2020-08-12,Gilligames,"Management, Simulation, Strategy, RPG","win, mac","English, Japanese, Korean, Simplified Chinese, Russian, Portuguese - Brazil",10.49,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",10,3.53,3,51,17900,2020
Cube Escape: Paradox,97,10532,2018-09-20,Rusty Lake,"Puzzle, Horror, Adventure, Story Rich","win, mac","English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Danish, Japanese, Korean, Dutch, Polish, Russian, Turkish",0.0,"Single-player, Steam Achievements, Steam Cloud",0,3.84,3,6,1090000,2018
The Unliving,63,689,2023-10-26,RocketBrush Games,"RPG, Action, Adventure, Roguelike",win,"English, Russian, French, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Simplified Chinese",8.99,"Single-player, Steam Achievements, Family Sharing",13,2.4,3,28,61000,2023
Kindergarten,96,8475,2017-06-15,Con Man Games,"Pixel Graphics, Adventure, Strategy","win, mac, linux","English, Spanish - Spain",2.99,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",17,3.83,3,9,462700,2017
Lunch Lady,86,9470,2021-04-15,Manic Mice,"Horror, Action, Survival",win,"English, French, Italian, German, Spanish - Spain, Czech, Dutch, Japanese, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Swedish",2.99,"Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",17,3.33,3,4,708900,2021
Steam Engine Simulator,98,8258,2023-06-07,Ektorom Software Inc.,"Simulation, 2D, Realistic",win,English,0.0,"Single-player, Steam Achievements, Steam Cloud, Stats",0,4.17,2,41,247800,2023
From The Past,73,82,2025-01-18,JustTomcuk,"Horror, Simulation, Adventure, Realistic",win,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Vietnamese, Greek, Danish, Indonesian, Spanish - Latin America, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese, Azerbaijani, Albanian, Amharic, Armenian, Assamese, Afrikaans, Basque, Belarusian, Bangla, Bosnian, Valencian, Welsh, Wolof, Galician, Georgian, Gujarati, Dari, Zulu, Hebrew, Igbo, Irish, Icelandic, Yoruba, Kazakh, Kannada, Catalan, Quechua, Kinyarwanda, K'iche', Konkani, Xhosa, Khmer, Kyrgyz, Latvian, Lithuanian, Luxembourgish, Macedonian, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Nepali, Odia, Punjabi (Gurmukhi), Punjabi (Shahmukhi), Persian, Serbian, Sotho, Sinhala, Sindhi, Slovak, Slovenian, Sorani, Swahili, Tajik, Tamil, Tatar, Telugu, Tigrinya, Tswana, Turkmen, Uzbek, Uyghur, Urdu, Filipino, Hausa, Hindi, Croatian, Cherokee, Scots, Estonian",2.99,"Single-player, Family Sharing",17,2.69,2,1,2600,2025
Lycans,92,264,2023-12-04,Onu Games,"Action, Strategy, Survival",win,"English, French",2.99,"Online PvP, Online Co-op, Family Sharing",13,4.0,3,10,32000,2023
The WILDS,77,462,2022-02-15,Gluten Free Games,"Early Access, Open World, Survival",win,English,2.99,"Single-player, Steam Achievements, Family Sharing",10,3.76,2,11,24600,2022
Mystic Rest Stop,64,45,2025-01-12,Catire Games Studio,"Horror, Simulation",win,"English, Spanish - Spain",2.49,"Single-player, Family Sharing",17,2.0,2,1,1600,2025
她杀 - The Suspected Murder,82,35,2025-02-14,麻辣工作室 Spicy Games,"Puzzle, Visual Novel, Story Rich, Adventure, 2D",win,"English, Simplified Chinese",4.99,"Single-player, Steam Achievements, Family Sharing",17,3.25,4,7,1700,2025
